!	0.282572842221000541940156836063
.	0.193238042880703675407971786626
 	0.105002748763056624747846967693
*	0.066520065970313360659282864162
_	0.065695437053326005694131595192
-	0.062122045079714131865511461683
#	0.033534909290819134297656489707
@	0.031061022539857065932755730842
$	0.018416712479384277079130782795
?	0.017866959868059372612547619497
&	0.015393073117097305982370336608
,	0.014843320505772403250510649286
'	0.012644310060472787118901472070
;	0.010720175920835623220583876503
/	0.008246289169873556590406593614
+	0.007971412864211104357115011965
`	0.006871907641561297158672161345
~	0.006322155030236393559450736035
=	0.006322155030236393559450736035
)	0.006047278724573941326159154386
]	0.005222649807586586361007885415
%	0.004672897196261681894424722117
[	0.004398020890599230528494878456
\	0.003573391973611874695981871497
(	0.003573391973611874695981871497
<	0.003298515667949422896371158842
:	0.001374381528312259431734432269
^	0.001099505222649807632123719614
"	0.001099505222649807632123719614
>	0.000274876305662451908030929904
**********	1.000000000000000000000000000000
!!	0.216535433070866145666144575443
\'	0.137795275590551186128962513067
**	0.118110236220472439305773093565
..	0.070866141732283463583463856139
$$	0.055118110236220471676027443664
\\	0.047244094488188975722309237426
!@	0.023622047244094487861154618713
\"	0.015748031496062991907436412475
=]	0.015748031496062991907436412475
:)	0.015748031496062991907436412475
__	0.011811023622047243930577309357
@@	0.011811023622047243930577309357
??	0.011811023622047243930577309357
, 	0.011811023622047243930577309357
&&	0.011811023622047243930577309357
=+	0.007874015748031495953718206238
--	0.007874015748031495953718206238
,,	0.007874015748031495953718206238
++	0.007874015748031495953718206238
$*	0.007874015748031495953718206238
##	0.007874015748031495953718206238
!?	0.007874015748031495953718206238
!%	0.007874015748031495953718206238
  	0.007874015748031495953718206238
¯	0.003937007874015747976859103119
|)	0.003937007874015747976859103119
``	0.003937007874015747976859103119
_)	0.003937007874015747976859103119
^^	0.003937007874015747976859103119
]]	0.003937007874015747976859103119
\]	0.003937007874015747976859103119
[[	0.003937007874015747976859103119
[!	0.003937007874015747976859103119
@$	0.003937007874015747976859103119
@#	0.003937007874015747976859103119
? 	0.003937007874015747976859103119
=-	0.003937007874015747976859103119
</	0.003937007874015747976859103119
;'	0.003937007874015747976859103119
:_	0.003937007874015747976859103119
:(	0.003937007874015747976859103119
.*	0.003937007874015747976859103119
.!	0.003937007874015747976859103119
,.	0.003937007874015747976859103119
*\	0.003937007874015747976859103119
*$	0.003937007874015747976859103119
*!	0.003937007874015747976859103119
) 	0.003937007874015747976859103119
';	0.003937007874015747976859103119
&*	0.003937007874015747976859103119
&!	0.003937007874015747976859103119
%%	0.003937007874015747976859103119
$@	0.003937007874015747976859103119
$:	0.003937007874015747976859103119
$/	0.003937007874015747976859103119
$!	0.003937007874015747976859103119
#*	0.003937007874015747976859103119
#!	0.003937007874015747976859103119
!\	0.003937007874015747976859103119
!*	0.003937007874015747976859103119
! 	0.003937007874015747976859103119
 =	0.003937007874015747976859103119
 -	0.003937007874015747976859103119
!!!	0.317460317460317442694872624998
...	0.190476190476190465616923574999
!@#	0.095238095238095232808461787499
***	0.047619047619047616404230893750
~*~	0.031746031746031744269487262500
@$$	0.031746031746031744269487262500
:-*	0.031746031746031744269487262500
,./	0.031746031746031744269487262500
$$$	0.031746031746031744269487262500
~~!	0.015873015873015872134743631250
}-{	0.015873015873015872134743631250
^_^	0.015873015873015872134743631250
==-	0.015873015873015872134743631250
=$$	0.015873015873015872134743631250
;\'	0.015873015873015872134743631250
---	0.015873015873015872134743631250
)(*	0.015873015873015872134743631250
$^^	0.015873015873015872134743631250
!$$	0.015873015873015872134743631250
!! 	0.015873015873015872134743631250
 =)	0.015873015873015872134743631250
!!!!	0.222222222222222209886410837498
_)(*	0.055555555555555552471602709375
@@$!	0.055555555555555552471602709375
@!!!	0.055555555555555552471602709375
... 	0.055555555555555552471602709375
---*	0.055555555555555552471602709375
,./.	0.055555555555555552471602709375
****	0.055555555555555552471602709375
**&_	0.055555555555555552471602709375
$$$$	0.055555555555555552471602709375
#%#%	0.055555555555555552471602709375
!@#$	0.055555555555555552471602709375
!)@(	0.055555555555555552471602709375
!&()	0.055555555555555552471602709375
!!>>	0.055555555555555552471602709375
.....	0.222222222222222209886410837498
!!!!!	0.222222222222222209886410837498
????(	0.111111111111111104943205418749
. =]]	0.111111111111111104943205418749
)(+)(	0.111111111111111104943205418749
!@#$%	0.111111111111111104943205418749
!!!! 	0.111111111111111104943205418749
......	0.666666666666666629659232512495
******	0.333333333333333314829616256247
/.\';][	1.000000000000000000000000000000
!@#$%^&*	0.666666666666666629659232512495
********	0.333333333333333314829616256247
-=[];\'./	0.500000000000000000000000000000
!!!!!!!!!	0.500000000000000000000000000000
